virelion|A proud lion with a dense mane of overlapping fern leaves, a dark green velvet body and a thorn-tipped vine tail.|fernclaw rake|verdant roar
pollenaut|A round pollen courier with a honey-yellow seed shell, dark green goggles, four stout root legs and winglike papery seed packets.|packet flick|pollen delivery
nettlesk|A long-bodied snake with velvety nettle leaves overlapping its back, a pale wooden face and a rippling fringe of fine green fibres.|nettle lash|leafcoil constriction
drupelet|A plump olive-green fruit creature with a hard brown pit visible through its round belly, thin wooden arms and leaf-shaped boots.|pit tap|orchard roll
quercora|A broad walking oak shield with concentric bark rings, two warm amber eyes and four thick branching root limbs.|oakshield bash|ringwood wallop
brambletch|A mischievous creature made of tangled blackberry vines, with a pale stone face, small purple berries for knuckles and pointed leaf ears.|berry knuckle|bramble tangle
sporellan|A floating porcelain-white mushroom with a dark green cloak of gills, thin branching root hands and luminous spores gathered beneath its cap.|gill drift|spore lantern
sequoiant|A long-legged ant with a miniature sequoia trunk for a body, red-brown bark plates and soft emerald needles along its antennae.|bark mandible|sequoia march
mangrovel|A broad low creature with a polished driftwood carapace, many arching mangrove roots for legs and bright green leaf fans over its eyes.|root arch|mangrove crush
marrowisp|A soft pumpkin-seed spirit with a pale green translucent body, a copper-brown rind crown and a tail made of curling tendrils.|seed whisk|marrow bloom
firridian|A graceful foxlike conifer creature with dark green needle fur, silver birch paws and a broad tail made of overlapping fir branches.|needle rake|conifer rush
trellisect|A large stick insect with a pale wooden trellis body, delicate climbing bean vines winding its limbs and little white blossoms along its neck.|trellis jab|beanstalk sweep
capervine|A caper-bud creature with a round jade body, four thin curling vine feet and a broad crown of cream stamens tipped in violet.|bud flick|stamen flurry
humust|A dense dark-brown earth spirit with a soft moss beard, broad mushroom-shaped ears and short strong root fingers holding tiny glowing seeds.|humus thump|soilheart surge
blossquid|A floating land-dwelling squid with a pale magnolia-bud head, long green ribbon-root arms and creamy petals folded around its collar.|root tendril|magnolia bloom
corkadon|A stout dinosaur-like creature with thick cork-bark plates, a pale lichen belly and a row of rounded green seed knobs along its spine.|cork tail|barkplate charge
sprigoyle|A small stone gargoyle overgrown with soft thyme, with broad folded leaf wings, a sage-green face and crooked twig horns.|thyme talon|herbal swoop
mimossum|A curled possum with silvery moss fur, a pink seedpod nose and a thick green tail carrying delicate mimosa leaflets.|mimosa swat|moss-tail coil
asterope|A lanky antelope with a dark green stem body, lavender aster flowers around its face and long curved seedpod horns.|aster horn|starflower gallop
wickerant|A squat antlered creature woven from golden willow wicker, with an ivy collar, two polished hazel eyes and a round woven belly.|willow nudge|wicker charge
tamarawl|A low six-legged tamarind creature with a curled brown pod shell, soft green joint cushions and a pair of pale wooden pincers.|pod pinch|tamarind tumble
bryophyx|A tiny griffin-like creature with a pale lichen face, fluffy emerald moss wings and sturdy brown root paws.|mossclaw tap|bryophyte dive
rhubaroom|A stout red rhubarb stalk creature with a broad green umbrella leaf, dark seed eyes and short pink root boots.|stalk smack|rhubarb recoil
loamander|A smooth earth-brown amphibian with little green seedlings along its spine, broad dark paws and a translucent belly revealing layered soil colours.|loam slap|seedbed surge
cedarcog|A round wooden clockwork creature with carved cedar gears for shoulders, leaf-shaped hands and a warm hazel face framed by fine pine needles.|cedar click|woodgear crush
petunox|A sturdy ox with deep purple petunia petals layered over its shoulders, a pale green muzzle and two thick curled wooden horns.|petunia ram|blossom bellow
fungavel|A walking wooden judge's gavel covered in small shelf mushrooms, with two stout root legs and a glowing golden spore eye in its head.|gavel tap|mycelial verdict
sproutique|A tall delicate creature assembled from folded green boutique ribbons of leaf tissue, with a pale seed mask and tiny orchid slippers.|leaf ribbon|garden flourish
burrapin|A turtle with a large hooked bur shell, soft olive skin and a row of tiny white flowers along the edge of its armour.|hooked shell|burback tumble
cattalune|A round cat with tawny cattail fluff, dark reed whiskers and a long crescent-shaped tail made of woven green rushes.|rush claw|cattail cyclone
verdigourd|A tall bottle-gourd creature with glossy jade skin, a warm tan seed face, curled vine arms and two broad bark feet.|gourd knock|jade harvest
rootisserie|A rotund creature made of twisted roasted-brown roots, with a green rosemary mane, three sturdy tuber legs and a round amber knot eye.|rosemary rake|rootwheel roll
maizelet|A small upright maize creature with golden kernel armour, long green husk sleeves and a proud crown of dark red silk.|kernel flick|huskwind flurry
balsamoth|A large moth with dark cedar-brown fur, translucent green balsam-leaf wings and two resin-bead antennae.|balsam flutter|resinwing gale
mirelisk|A low basilisk of dark peat and glossy moss, with a broad crown of pale mushrooms and four long splayed fern feet.|peat fang|mirewood rush
leaflute|A thin leaf-green creature shaped like a wooden flute, with finger-hole eyes, small acorn arms and two long grass-blade legs.|reed note|woodwind spiral
burracuda|A sleek land-swimming fish creature with dry olive bark scales, hooked bur fins and a row of pale thorn teeth.|thornfin slash|burracuda rush
plumalch|A soft rounded creature with layered autumn leaves for feathers, a smooth walnut beak and broad mossy feet beneath its russet body.|leafbeak peck|autumn tumble
sylvaseer|A serene masked woodland spirit with a birch-bark body, long fern sleeves and an oval amber lens framed by roots in its forehead.|root gaze|grove revelation
barkhive|A barrel-shaped living tree hive with four chunky root feet, amber honeycomb eyes and a crown of bright green waxy leaves.|honeycomb knock|hivewood heave
sassafang|A sabre-toothed herb creature with a polished root body, broad sassafras-leaf ears and two long pale wooden fangs.|rootfang bite|sassafras pounce
coppiclaw|A chunky ground sloth with shaggy moss-green fur, curved coppiced branch claws and a ring of fresh shoots around its shoulders.|branch claw|coppice crush
peonimbus|A floating peony creature with a dense cloud of blush petals, a jade seed core and four long green ribbon leaves curling beneath it.|peony puff|petal cloudburst
ivoroot|A small ivory-coloured root elephant with leafy green ears, polished bark tusks and a trunk ending in a delicate cluster of fine roots.|roottrunk tap|ivory rootrush
truffalo|A compact buffalo with a ridged black truffle hide, soft brown moss around its face and two short ivory fungus horns.|truffle ram|earthen bellow
arborbit|A hovering wooden sphere with a single amber knot eye, a ring of rotating leafy branches and dangling root filaments.|branch orbit|arbor convergence
bryotoad|A squat bright green moss toad with a pale ceramic throat, broad stone toes and a crown of tiny springy mushroom stalks.|moss leap|toadstool crush
zestrel|A sleek orange-peel kestrel with pale green wings, a dark woody beak and citrus leaves fanning from its tail.|zest talon|citrus dive
lignocrest|A proud woodpecker-like creature carved from dark lignum wood, with a folded emerald leaf crest and broad bronze-brown wing plates.|woodcrest peck|timber percussion
hyphacorn|A single-horned woodland creature with a soft cream mycelium coat, a spiralling chestnut horn and fine green grass growing along its back.|hypha horn|mycelial charge
podragon|A wide-bodied insect creature with a hard green pea-pod shell, four translucent leaf wings and a line of round golden seed eyes.|pod wing|seedpod gust
mossuary|A squat moss-covered stone urn with a gentle carved face, two thick ivy arms and a crown of small white woodland flowers.|ivy slap|urnwood upheaval
brackenth|A lanky crane made of folded bracken fronds, with a brown seedpod beak, long root legs and bright rust-coloured leaf tips.|bracken jab|frondwind sweep
willowispin|A delicate spindle creature woven from pale willow branches, with green bud eyes and a broad fan of flexible twig spokes around its middle.|willow spindle|twigwheel whirl
graftaur|A broad-shouldered plant guardian with a dark bark torso, thick root forearms, a smooth olive face and a crown of varied flowering branches.|graft fist|orchard upheaval
pistillon|A poised flower-duellist with a pale green stem body, a broad white lily collar and a long gold-tipped stamen blade.|stamen thrust|lily flourish
loambray|A sturdy donkey-shaped earth creature with moss-dark hooves, pale clay cheeks and long leaves replacing its upright ears.|clay hoof|leafear charge
verdigrip|A round carnivorous plant creature with two large padded green leaf hands, a wooden seed head and a skirt of curled crimson tendrils.|leafhand clap|tendril embrace
